,features,class
519,"[44.384682042344295, 42.95346318982906, 42.579337712087536, 42.2965719651132, 41.10960958218893, 40.01249804748511, 39.01281840626232, 37.12142238654117, 35.35533905932738, 33.54101966249684, 31.78049716414141, 30.083217912982647, 28.460498941515414, 28.460498941515414, 30.083217912982647, 31.78049716414141, 33.37663853655727, 35.22782990761707, 37.05401462729781, 39.0, 40.049968789001575, 41.19465984809196, 42.42640687119285, 42.7551166528639, 43.174066289845804, 43.68065933568311, 44.27188724235731, 44.94441010848846, 44.77722635447622, 44.721359549995796, 43.9089968002003, 44.10215414239989, 43.60045871318328, 42.638011210655684, 41.773197148410844, 41.012193308819754, 40.36087214122113, 39.824615503479755, 39.408120990476064, 39.11521443121589, 38.07886552931954, 37.12142238654117, 36.24913792078372, 36.40054944640259, 35.73513677041127, 35.17101079013795, 34.713109915419565, 34.36568055487916, 34.132096331752024, 34.0147027033899, 34.0147027033899, 34.132096331752024, 34.36568055487916, 33.734255586866, 34.20526275297414, 34.785054261852174, 35.4682957019364, 35.34119409414458, 36.235341863986875, 36.359317925395686, 36.61966684720111, 37.013511046643494, 37.53664875824692, 38.18376618407357, 38.948684188300895, 39.20459156782532, 40.22437072223753, 41.340053217188775, 42.05948168962618, 43.382023926967726, 44.77722635447622, 46.238512086787566, 47.43416490252569, 48.76474136094644, 50.21951811795888, 49.8196748283246, 50.48762224545735, 50.24937810560445, 50.08991914547278, 49.01020301937138, 47.01063709417264, 45.09988913511872, 43.289721643826724, 41.593268686170845, 42.579337712087536, 44.28317965096906, 46.09772228646444, 48.010415536631214, 49.01020301937138, 50.08991914547278, 50.24937810560445, 50.48762224545735, 49.8196748283246, 50.21951811795888, 49.72926703662542, 48.38388161361178, 47.16990566028302, 45.69463863518345, 44.28317965096906, 42.941821107167776]",1
520,"[43.18564576337837, 42.01190307520001, 40.049968789001575, 37.33630940518894, 34.713109915419565, 32.28002478313795, 29.732137494637012, 27.313000567495326, 25.059928172283335, 23.021728866442675, 21.93171219946131, 22.80350850198276, 24.20743687382041, 22.02271554554524, 21.2602916254693, 23.021728866442675, 25.059928172283335, 27.313000567495326, 29.732137494637012, 32.01562118716424, 34.52535300326414, 37.21558813185679, 40.01249804748511, 42.04759208325728, 43.289721643826724, 43.73785545725808, 44.384682042344295, 44.27188724235731, 44.384682042344295, 43.829214001622255, 44.41846462902562, 43.60045871318328, 42.5205832509386, 41.72529209005013, 41.23105625617661, 38.600518131237564, 37.73592452822641, 37.12142238654117, 35.84689665786984, 34.785054261852174, 34.92849839314596, 34.36568055487916, 34.058772731852805, 34.0147027033899, 35.22782990761707, 34.713109915419565, 36.40054944640259, 36.40054944640259, 37.57658845611187, 38.07886552931954, 38.8329756778952, 39.05124837953327, 40.311288741492746, 41.10960958218893, 42.20189569201838, 44.10215414239989, 46.14108798023731, 47.853944456021594, 49.39635614091387, 50.28916384272063, 50.44799302251776, 49.8196748283246, 47.38143096192854, 45.09988913511872, 42.0, 40.11234224026316, 43.0, 46.09772228646444, 48.373546489791295, 49.8196748283246, 50.44799302251776, 50.28916384272063, 50.32891812864648, 48.75448697299562, 46.52956049652737, 44.41846462902562, 43.01162633521314, 41.86884283091664, 41.012193308819754, 39.698866482558415, 39.408120990476064, 38.58756276314948, 37.12142238654117, 36.76955262170047, 35.73513677041127, 34.92849839314596, 34.36568055487916, 34.058772731852805, 34.0147027033899, 34.23448553724738, 34.713109915419565, 34.48187929913333, 35.4682957019364, 36.6742416417845, 37.21558813185679, 38.01315561749642, 39.824615503479755, 41.773197148410844, 42.44997055358225, 43.41658669218482]",1
521,"[41.43669871020132, 40.162171256046406, 39.84971769034255, 39.56008088970496, 38.3275357934736, 38.07886552931954, 36.87817782917155, 35.6931365951495, 34.52535300326414, 33.37663853655727, 32.38826948140329, 31.25699921617557, 30.265491900843113, 29.154759474226502, 28.160255680657446, 27.073972741361768, 26.076809620810597, 25.079872407968907, 24.020824298928627, 23.021728866442675, 22.02271554554524, 21.0, 20.0, 19.0, 18.0, 17.029386365926403, 16.0312195418814, 15.0, 14.0, 13.0, 12.0, 11.0, 10.0, 9.0, 8.06225774829855, 7.0710678118654755, 6.082762530298219, 5.385164807134504, 4.47213595499958, 5.0, 5.385164807134504, 6.324555320336759, 7.0710678118654755, 8.06225774829855, 9.0, 10.04987562112089, 11.180339887498949, 10.44030650891055, 9.486832980505138, 8.94427190999916, 9.486832980505138, 10.44030650891055, 11.704699910719626, 13.0, 13.416407864998739, 13.038404810405298, 13.601470508735444, 13.45362404707371, 14.142135623730951, 14.866068747318506, 14.142135623730951, 13.45362404707371, 13.601470508735444, 13.892443989449804, 13.416407864998739, 13.0, 13.601470508735444, 14.317821063276353, 15.297058540778355, 16.1245154965971, 17.11724276862369, 18.110770276274835, 19.235384061671343, 20.223748416156685, 21.213203435596427, 22.360679774997898, 23.345235059857504, 24.515301344262525, 25.709920264364882, 26.68332812825267, 27.65863337187866, 28.861739379323623, 29.832867780352597, 31.04834939252005, 32.28002478313795, 33.52610922848042, 34.48187929913333, 35.73513677041127, 36.05551275463989, 37.33630940518894, 37.69615364994153, 38.07886552931954, 38.48376280978771, 38.91015291668744, 39.35733730830886, 39.824615503479755, 40.311288741492746, 39.96248240537617, 40.496913462633174, 40.22437072223753]",1
522,"[18.601075237738275, 16.401219466856727, 14.212670403551895, 11.40175425099138, 8.602325267042627, 5.830951894845301, 6.082762530298219, 6.082762530298219, 4.47213595499958, 2.23606797749979, 3.1622776601683795, 5.385164807134504, 7.211102550927978, 9.219544457292887, 10.0, 11.661903789690601, 13.0, 15.231546211727817, 17.08800749063506, 19.313207915827967, 21.18962010041709, 23.08679276123039, 24.73863375370596, 25.317977802344327, 26.076809620810597, 26.0, 25.079872407968907, 23.345235059857504, 21.840329667841555, 20.615528128088304, 20.591260281974, 20.591260281974, 20.615528128088304, 20.8806130178211, 22.360679774997898, 22.090722034374522, 20.223748416156685, 18.681541692269406, 18.384776310850235, 17.4928556845359, 18.601075237738275, 19.1049731745428, 19.849433241279208, 19.849433241279208, 18.384776310850235, 16.278820596099706, 15.811388300841896, 14.7648230602334, 15.811388300841896, 14.212670403551895, 11.40175425099138, 9.219544457292887, 7.810249675906654, 5.830951894845301, 4.123105625617661, 6.0, 8.0, 10.04987562112089, 12.041594578792296, 14.035668847618199, 16.0312195418814, 18.027756377319946, 20.223748416156685, 22.20360331117452, 22.20360331117452, 20.223748416156685, 18.027756377319946, 16.0312195418814, 14.035668847618199, 12.041594578792296, 10.04987562112089, 8.0, 6.0, 5.385164807134504, 7.211102550927978, 9.433981132056603, 10.295630140987, 8.602325267042627, 9.219544457292887, 12.041594578792296, 14.866068747318506, 16.97056274847714, 18.439088914585774, 18.027756377319946, 15.264337522473747, 17.4928556845359, 18.384776310850235, 18.681541692269406, 20.223748416156685, 22.090722034374522, 24.08318915758459, 26.0, 25.079872407968907, 25.317977802344327, 23.769728648009426, 22.135943621178654, 20.248456731316587, 18.384776310850235, 16.15549442140351, 14.317821063276353]",1
523,"[38.91015291668744, 38.48376280978771, 38.07886552931954, 37.69615364994153, 37.33630940518894, 37.0, 36.68787265568828, 36.40054944640259, 36.138621999185304, 34.92849839314596, 34.713109915419565, 35.510561809129406, 34.36568055487916, 34.23448553724738, 34.132096331752024, 34.058772731852805, 34.0147027033899, 34.0, 33.015148038438355, 33.06055050963308, 33.13608305156178, 32.2490309931942, 31.400636936215164, 31.575306807693888, 31.78049716414141, 32.01562118716424, 31.32091952673165, 31.622776601683793, 31.953090617340916, 32.31098884280702, 31.78049716414141, 31.304951684997057, 31.76476034853718, 32.2490309931942, 31.906112267087632, 32.449961479175904, 32.202484376209235, 32.802438933713454, 33.421549934136806, 33.301651610693426, 33.24154027718932, 33.94112549695428, 33.97057550292606, 34.713109915419565, 34.828149534535996, 35.0, 35.22782990761707, 35.510561809129406, 35.84689665786984, 36.235341863986875, 36.6742416417845, 37.16180835212409, 37.69615364994153, 38.27531841800928, 38.897300677553446, 39.56008088970496, 39.293765408777, 40.024992192379, 40.792156108742276, 40.607881008493905, 41.43669871020132, 42.2965719651132, 43.18564576337837, 44.10215414239989, 45.044422518220834, 46.010868281309364, 47.0, 48.010415536631214, 48.041648597857254, 49.09175083453431, 49.16299421312742, 50.24937810560445, 50.35871324805669, 50.48762224545735, 51.62363799656123, 50.80354318352215, 51.97114584074513, 51.19570294468082, 51.419840528729765, 50.695167422546305, 50.0, 49.33558553417604, 48.703182647543684, 48.104053883222775, 47.53945729601885, 46.61544808322666, 45.69463863518345, 45.18849411078001, 46.09772228646444, 46.61544808322666, 47.53945729601885, 48.46648326421054, 49.040799340956916, 49.64876634922564, 50.28916384272063, 50.96076922496363, 50.695167422546305, 51.419840528729765, 51.19570294468082, 51.97114584074513]",1
524,"[43.104524124504614, 41.0, 39.11521443121589, 36.345563690772494, 33.734255586866, 31.32091952673165, 28.792360097775937, 26.40075756488817, 24.186773244895647, 22.80350850198276, 23.345235059857504, 25.612496949731394, 22.80350850198276, 21.93171219946131, 23.021728866442675, 25.059928172283335, 27.313000567495326, 29.410882339705484, 32.01562118716424, 34.52535300326414, 37.21558813185679, 40.01249804748511, 42.04759208325728, 43.289721643826724, 43.73785545725808, 44.384682042344295, 45.221676218380054, 45.31004303683677, 45.617978911828175, 45.27692569068709, 44.40720662234904, 43.93176527297759, 43.139309220245984, 42.638011210655684, 40.80441152620633, 39.11521443121589, 37.589892258425, 37.16180835212409, 36.05551275463989, 35.17101079013795, 35.510561809129406, 35.12833614050059, 35.0, 35.12833614050059, 35.510561809129406, 36.138621999185304, 37.0, 37.16180835212409, 38.47076812334269, 39.11521443121589, 39.20459156782532, 40.36087214122113, 41.036569057366385, 42.01190307520001, 43.266615305567875, 44.77722635447622, 46.95742752749558, 48.84669896727925, 50.59644256269407, 51.66236541235796, 51.97114584074513, 51.478150704935004, 49.16299421312742, 46.010868281309364, 43.04648650006177, 40.311288741492746, 43.104524124504614, 46.0, 49.09175083453431, 50.35871324805669, 51.78802950489621, 51.419840528729765, 51.24451190127583, 50.32891812864648, 48.33218389437829, 46.06517122512408, 44.41846462902562, 43.01162633521314, 41.86884283091664, 41.012193308819754, 40.45985664828782, 39.408120990476064, 38.58756276314948, 38.01315561749642, 36.76955262170047, 36.68787265568828, 35.90264614203248, 35.35533905932738, 35.05709628591621, 35.014282800023196, 35.22782990761707, 34.713109915419565, 35.4400902933387, 36.40054944640259, 37.57658845611187, 38.07886552931954, 39.66106403010388, 42.20189569201838, 43.278170016764804, 43.840620433565945]",1
525,"[38.41874542459709, 39.05124837953327, 38.948684188300895, 39.6232255123179, 39.59797974644666, 40.311288741492746, 40.36087214122113, 39.698866482558415, 39.824615503479755, 40.607881008493905, 41.400483088968905, 41.617304093369626, 41.88078318274385, 42.190046219457976, 42.5440947723653, 42.941821107167776, 43.382023926967726, 44.28317965096906, 44.77722635447622, 45.31004303683677, 46.238512086787566, 47.16990566028302, 47.75981574503821, 48.38388161361178, 49.040799340956916, 49.72926703662542, 50.44799302251776, 50.21951811795888, 50.99019513592785, 50.80354318352215, 50.635955604688654, 49.49747468305833, 48.507731342539614, 47.67598976424087, 46.87216658103186, 46.69047011971501, 47.51841748206689, 48.507731342539614, 49.49747468305833, 50.35871324805669, 50.24937810560445, 49.16299421312742, 50.08991914547278, 49.040799340956916, 48.010415536631214, 47.0, 46.010868281309364, 46.04345773288535, 45.09988913511872, 44.181444068749045, 43.289721643826724, 42.42640687119285, 41.43669871020132, 41.593268686170845, 41.773197148410844, 41.97618372363071, 41.773197148410844, 41.593268686170845, 42.42640687119285, 43.41658669218482, 44.28317965096906, 45.39823785126467, 46.389654018972806, 45.39823785126467, 44.28317965096906, 45.17742799230607, 46.09772228646444, 46.04345773288535, 47.01063709417264, 48.0, 48.010415536631214, 49.040799340956916, 50.08991914547278, 49.16299421312742, 50.24937810560445, 50.35871324805669, 50.48762224545735, 50.635955604688654, 50.80354318352215, 50.99019513592785, 50.21951811795888, 50.44799302251776, 50.695167422546305, 50.0, 49.33558553417604, 48.703182647543684, 49.9799959983992, 51.264022471905186, 52.55473337388365, 53.48831648126533, 52.55473337388365, 51.264022471905186, 49.9799959983992, 48.703182647543684, 48.104053883222775, 47.16990566028302, 46.238512086787566, 45.69463863518345, 45.18849411078001, 44.28317965096906]",1
526,"[44.721359549995796, 43.289721643826724, 42.04759208325728, 39.01281840626232, 36.22154055254967, 33.54101966249684, 31.04834939252005, 28.460498941515414, 30.083217912982647, 32.55764119219941, 35.22782990761707, 38.01315561749642, 41.048751503547585, 43.289721643826724, 44.721359549995796, 44.384682042344295, 45.221676218380054, 46.238512086787566, 46.51881339845203, 46.14108798023731, 46.04345773288535, 44.82186966202994, 43.86342439892262, 42.44997055358225, 42.01190307520001, 41.048751503547585, 40.311288741492746, 39.81205847478876, 38.62641583165593, 37.64306044943742, 36.87817782917155, 36.345563690772494, 37.05401462729781, 37.013511046643494, 36.22154055254967, 36.6742416417845, 37.36308338453881, 37.33630940518894, 37.57658845611187, 38.948684188300895, 39.66106403010388, 39.824615503479755, 40.311288741492746, 41.773197148410844, 42.80186911806539, 43.56604182158393, 45.65084884205331, 47.4236228055175, 49.39635614091387, 51.54609587543949, 52.630789467763066, 52.952809179494906, 52.46903848937962, 51.15662224971465, 49.01020301937138, 46.010868281309364, 44.181444068749045, 44.28317965096906, 46.04345773288535, 49.0, 51.088159097779204, 52.3450093132096, 52.773099207835045, 52.392747589718944, 52.20153254455275, 50.92150822589606, 49.24428900898052, 46.95742752749558, 45.27692569068709, 43.829214001622255, 42.638011210655684, 41.72529209005013, 41.10960958218893, 40.0, 39.11521443121589, 38.47076812334269, 38.07886552931954, 37.0, 37.107950630558946, 36.49657518178932, 36.124783736376884, 37.0, 36.124783736376884, 36.49657518178932, 38.07886552931954, 37.94733192202055, 39.0, 39.35733730830886, 40.8166632639171, 41.617304093369626, 42.638011210655684, 43.139309220245984, 44.598206241955516, 45.60701700396552, 46.87216658103186, 47.01063709417264, 46.51881339845203, 46.238512086787566, 45.221676218380054, 44.384682042344295]",1
527,"[8.0, 6.324555320336759, 6.4031242374328485, 7.810249675906654, 9.433981132056603, 11.180339887498949, 12.649110640673518, 14.560219778561036, 16.76305461424021, 16.76305461424021, 18.973665961010276, 20.8806130178211, 20.8806130178211, 22.561028345356956, 24.515301344262525, 26.1725046566048, 26.019223662515376, 26.019223662515376, 26.1725046566048, 25.317977802344327, 23.53720459187964, 23.08679276123039, 21.540659228538015, 21.470910553583888, 21.633307652783937, 20.808652046684813, 19.209372712298546, 19.79898987322333, 20.615528128088304, 20.615528128088304, 19.1049731745428, 17.029386365926403, 15.0, 12.806248474865697, 10.63014581273465, 8.48528137423857, 8.06225774829855, 9.219544457292887, 10.63014581273465, 12.806248474865697, 12.806248474865697, 12.806248474865697, 15.0, 14.866068747318506, 14.422205101855956, 14.317821063276353, 15.811388300841896, 14.317821063276353, 14.422205101855956, 14.866068747318506, 15.620499351813308, 17.69180601295413, 19.1049731745428, 18.601075237738275, 18.027756377319946, 20.808652046684813, 20.591260281974, 21.540659228538015, 22.80350850198276, 22.561028345356956, 24.331050121192877, 26.1725046566048, 26.019223662515376, 24.0, 22.02271554554524, 20.0, 18.027756377319946, 16.0312195418814, 14.035668847618199, 12.0, 10.04987562112089, 8.06225774829855, 6.324555320336759, 5.385164807134504, 7.280109889280518, 9.055385138137417, 11.0, 13.038404810405298, 15.132745950421556, 17.029386365926403, 19.0, 21.02379604162864, 23.021728866442675, 25.0, 26.076809620810597, 24.331050121192877, 22.561028345356956, 20.615528128088304, 18.681541692269406, 16.76305461424021, 14.560219778561036, 12.649110640673518, 11.180339887498949, 9.433981132056603, 7.810249675906654, 6.4031242374328485, 4.242640687119285, 1.4142135623730951, 2.23606797749979, 4.242640687119285]",1
528,"[40.024992192379, 36.49657518178932, 33.24154027718932, 30.066592756745816, 27.018512172212592, 24.0, 21.0, 18.027756377319946, 15.033296378372908, 12.0, 9.055385138137417, 6.324555320336759, 3.605551275463989, 4.242640687119285, 6.708203932499369, 9.848857801796104, 11.045361017187261, 9.055385138137417, 8.06225774829855, 5.0, 1.4142135623730951, 2.23606797749979, 5.385164807134504, 5.0990195135927845, 5.385164807134504, 6.082762530298219, 8.06225774829855, 10.63014581273465, 12.206555615733702, 15.264337522473747, 18.35755975068582, 21.470910553583888, 24.166091947189145, 25.632011235952593, 27.892651361962706, 25.495097567963924, 24.08318915758459, 21.02379604162864, 21.37755832643195, 20.248456731316587, 19.72308292331602, 19.313207915827967, 20.396078054371138, 21.02379604162864, 23.08679276123039, 20.615528128088304, 17.46424919657298, 14.142135623730951, 11.180339887498949, 8.06225774829855, 5.0, 5.830951894845301, 5.0, 8.06225774829855, 10.770329614269007, 14.317821063276353, 17.08800749063506, 13.92838827718412, 10.44030650891055, 10.0, 12.041594578792296, 15.297058540778355, 18.681541692269406, 18.110770276274835, 17.029386365926403, 16.278820596099706, 15.132745950421556, 17.029386365926403, 18.110770276274835, 16.278820596099706, 13.038404810405298, 11.180339887498949, 9.848857801796104, 6.708203932499369, 4.242640687119285, 6.324555320336759, 8.06225774829855, 9.848857801796104, 8.06225774829855, 11.0, 14.035668847618199, 17.029386365926403, 20.024984394500787, 23.021728866442675, 26.019223662515376, 29.017236257093817, 32.2490309931942, 35.510561809129406, 38.8329756778952, 39.56008088970496, 41.43669871020132, 41.6293165929973, 42.05948168962618, 42.720018726587654, 42.01190307520001, 43.01162633521314, 43.04648650006177, 42.485291572496, 42.15447781671598, 41.10960958218893]",1
529,"[43.18564576337837, 42.01190307520001, 40.049968789001575, 37.21558813185679, 34.52535300326414, 32.01562118716424, 29.732137494637012, 27.313000567495326, 25.059928172283335, 23.021728866442675, 21.93171219946131, 22.80350850198276, 21.2602916254693, 21.400934559032695, 23.323807579381203, 25.495097567963924, 27.85677655436824, 30.364452901377952, 32.7566787083184, 35.35533905932738, 38.118237105091836, 40.0, 42.1070065428546, 43.41658669218482, 43.93176527297759, 44.64302857109943, 45.5411901469428, 45.69463863518345, 45.17742799230607, 44.94441010848846, 44.204072210600685, 43.86342439892262, 43.18564576337837, 42.01190307520001, 40.22437072223753, 38.58756276314948, 38.01315561749642, 37.69615364994153, 36.68787265568828, 35.90264614203248, 36.345563690772494, 36.05551275463989, 36.013886210738214, 36.22154055254967, 36.6742416417845, 37.36308338453881, 38.27531841800928, 38.48376280978771, 39.824615503479755, 40.496913462633174, 40.607881008493905, 41.773197148410844, 42.44997055358225, 43.41658669218482, 45.221676218380054, 46.647615158762406, 48.76474136094644, 50.15974481593781, 51.86520991955976, 51.92301994298868, 51.19570294468082, 49.64876634922564, 47.265209192385896, 44.04543109109048, 42.01190307520001, 43.01162633521314, 45.044422518220834, 48.25971404805462, 49.64876634922564, 51.19570294468082, 51.92301994298868, 51.86520991955976, 51.07837115648854, 49.64876634922564, 47.50789408087881, 45.48626166217664, 44.204072210600685, 43.18564576337837, 42.44997055358225, 41.23105625617661, 40.22437072223753, 40.311288741492746, 38.91015291668744, 38.62641583165593, 37.64306044943742, 36.87817782917155, 36.345563690772494, 36.05551275463989, 36.013886210738214, 36.22154055254967, 36.6742416417845, 36.40054944640259, 37.33630940518894, 37.57658845611187, 38.07886552931954, 39.66106403010388, 41.400483088968905, 43.278170016764804, 43.840620433565945, 44.68780594300866]",1
530,"[42.190046219457976, 41.10960958218893, 41.048751503547585, 40.01249804748511, 40.0, 40.01249804748511, 39.05124837953327, 38.118237105091836, 37.21558813185679, 36.345563690772494, 35.35533905932738, 34.52535300326414, 33.734255586866, 32.7566787083184, 32.01562118716424, 31.32091952673165, 30.364452901377952, 29.732137494637012, 28.792360097775937, 27.85677655436824, 27.313000567495326, 26.40075756488817, 25.942243542145693, 25.553864678361276, 24.698178070456937, 23.853720883753127, 23.600847442411894, 22.80350850198276, 22.67156809750927, 22.627416997969522, 22.67156809750927, 22.80350850198276, 22.20360331117452, 22.02271554554524, 20.615528128088304, 20.518284528683193, 21.93171219946131, 21.93171219946131, 22.02271554554524, 22.20360331117452, 23.021728866442675, 23.853720883753127, 24.698178070456937, 25.553864678361276, 25.942243542145693, 26.40075756488817, 27.313000567495326, 27.85677655436824, 28.792360097775937, 29.410882339705484, 30.364452901377952, 31.04834939252005, 31.78049716414141, 32.7566787083184, 33.54101966249684, 34.36568055487916, 35.35533905932738, 36.22154055254967, 37.12142238654117, 38.05259518088089, 39.01281840626232, 40.0, 40.01249804748511, 41.048751503547585, 41.10960958218893, 41.19465984809196, 42.2965719651132, 42.42640687119285, 42.579337712087536, 42.7551166528639, 42.95346318982906, 43.174066289845804, 43.41658669218482, 43.68065933568311, 43.965895873961216, 44.27188724235731, 43.657759905886145, 44.01136216933077, 44.384682042344295, 44.77722635447622, 44.28317965096906, 44.721359549995796, 45.17742799230607, 44.77722635447622, 44.41846462902562, 44.10215414239989, 43.829214001622255, 43.60045871318328, 43.41658669218482, 43.278170016764804, 43.18564576337837, 43.139309220245984, 43.139309220245984, 42.44997055358225, 41.773197148410844, 41.86884283091664, 42.01190307520001, 41.400483088968905, 41.617304093369626, 41.048751503547585]",1
531,"[5.0, 10.63014581273465, 17.0, 24.351591323771842, 21.587033144922902, 13.601470508735444, 5.385164807134504, 5.0, 6.708203932499369, 8.94427190999916]",1
532,"[1.4142135623730951, 9.848857801796104, 18.24828759089466, 26.0, 18.0, 9.055385138137417, 5.0990195135927845, 2.8284271247461903, 11.40175425099138, 8.54400374531753]",1
533,"[43.18564576337837, 42.1070065428546, 42.04759208325728, 42.01190307520001, 41.0, 41.012193308819754, 40.049968789001575, 39.11521443121589, 38.2099463490856, 37.33630940518894, 36.49657518178932, 35.6931365951495, 34.713109915419565, 33.95585369269929, 32.984845004941285, 32.28002478313795, 31.32091952673165, 30.675723300355934, 29.732137494637012, 29.154759474226502, 28.231188426986208, 27.313000567495326, 26.40075756488817, 25.942243542145693, 25.059928172283335, 24.186773244895647, 23.853720883753127, 23.021728866442675, 22.80350850198276, 22.02271554554524, 21.93171219946131, 21.93171219946131, 22.67156809750927, 22.02271554554524, 21.93171219946131, 21.213203435596427, 21.2602916254693, 22.02271554554524, 22.20360331117452, 23.021728866442675, 23.853720883753127, 24.186773244895647, 25.059928172283335, 25.942243542145693, 26.40075756488817, 27.313000567495326, 28.231188426986208, 28.792360097775937, 29.732137494637012, 30.364452901377952, 31.32091952673165, 32.28002478313795, 32.984845004941285, 33.734255586866, 34.713109915419565, 35.510561809129406, 36.345563690772494, 37.21558813185679, 38.118237105091836, 39.05124837953327, 40.01249804748511, 41.0, 41.012193308819754, 42.04759208325728, 42.1070065428546, 43.18564576337837, 43.289721643826724, 43.41658669218482, 43.56604182158393, 43.73785545725808, 43.93176527297759, 44.14748010928823, 44.384682042344295, 44.64302857109943, 44.9221548904324, 45.221676218380054, 45.5411901469428, 44.94441010848846, 45.31004303683677, 44.77722635447622, 45.18849411078001, 44.721359549995796, 45.17742799230607, 44.77722635447622, 44.41846462902562, 44.10215414239989, 43.829214001622255, 43.60045871318328, 43.41658669218482, 43.278170016764804, 43.18564576337837, 42.44997055358225, 42.42640687119285, 42.44997055358225, 41.773197148410844, 41.86884283091664, 42.01190307520001, 42.80186911806539, 43.60045871318328, 43.829214001622255]",1
534,"[43.18564576337837, 42.44997055358225, 42.42640687119285, 41.72529209005013, 41.773197148410844, 41.10960958218893, 40.45985664828782, 40.607881008493905, 40.80441152620633, 40.22437072223753, 39.66106403010388, 39.96248240537617, 40.311288741492746, 38.948684188300895, 38.47076812334269, 37.12142238654117, 38.01315561749642, 38.48376280978771, 38.07886552931954, 38.62641583165593, 38.27531841800928, 37.94733192202055, 37.64306044943742, 37.36308338453881, 36.138621999185304, 37.36308338453881, 38.07886552931954, 37.8549864614954, 36.6742416417845, 36.49657518178932, 35.35533905932738, 36.22154055254967, 36.124783736376884, 35.05709628591621, 35.014282800023196, 35.0, 36.013886210738214, 36.05551275463989, 35.12833614050059, 36.22154055254967, 35.35533905932738, 35.510561809129406, 35.6931365951495, 35.90264614203248, 36.138621999185304, 36.40054944640259, 36.68787265568828, 37.0, 37.33630940518894, 37.69615364994153, 38.07886552931954, 37.57658845611187, 37.12142238654117, 37.589892258425, 37.21558813185679, 38.58756276314948, 39.11521443121589, 38.8329756778952, 39.408120990476064, 39.20459156782532, 39.05124837953327, 39.698866482558415, 40.36087214122113, 40.311288741492746, 41.012193308819754, 41.036569057366385, 41.10960958218893, 41.86884283091664, 42.01190307520001, 42.80186911806539, 43.01162633521314, 43.266615305567875, 43.56604182158393, 43.9089968002003, 44.77722635447622, 45.65084884205331, 46.06517122512408, 46.95742752749558, 47.4236228055175, 48.33218389437829, 48.84669896727925, 49.39635614091387, 49.040799340956916, 49.64876634922564, 50.59644256269407, 51.24451190127583, 50.96076922496363, 51.66236541235796, 51.92301994298868, 51.24451190127583, 51.54609587543949, 50.59644256269407, 49.9799959983992, 49.39635614091387, 49.76946855251722, 49.24428900898052, 48.33218389437829, 47.4236228055175, 46.95742752749558, 46.52956049652737]",1
535,"[43.18564576337837, 42.1070065428546, 42.04759208325728, 42.01190307520001, 41.0, 41.012193308819754, 40.049968789001575, 39.11521443121589, 38.2099463490856, 37.33630940518894, 36.49657518178932, 35.510561809129406, 34.713109915419565, 33.95585369269929, 32.984845004941285, 32.28002478313795, 31.32091952673165, 30.675723300355934, 29.732137494637012, 29.154759474226502, 28.231188426986208, 27.313000567495326, 26.832815729997478, 25.942243542145693, 25.553864678361276, 24.698178070456937, 23.853720883753127, 23.600847442411894, 22.80350850198276, 22.67156809750927, 22.627416997969522, 23.345235059857504, 23.430749027719962, 24.20743687382041, 25.0, 23.600847442411894, 22.80350850198276, 22.67156809750927, 22.627416997969522, 21.93171219946131, 22.02271554554524, 22.80350850198276, 23.021728866442675, 23.853720883753127, 24.698178070456937, 25.059928172283335, 25.942243542145693, 26.832815729997478, 27.313000567495326, 28.231188426986208, 28.792360097775937, 29.732137494637012, 30.364452901377952, 31.32091952673165, 32.01562118716424, 32.984845004941285, 33.734255586866, 34.52535300326414, 35.510561809129406, 36.345563690772494, 37.21558813185679, 38.118237105091836, 39.05124837953327, 40.01249804748511, 41.0, 41.012193308819754, 42.04759208325728, 42.1070065428546, 43.18564576337837, 43.289721643826724, 43.41658669218482, 43.56604182158393, 43.73785545725808, 43.93176527297759, 44.14748010928823, 44.384682042344295, 44.64302857109943, 44.9221548904324, 45.221676218380054, 45.5411901469428, 45.880278987817846, 45.31004303683677, 45.69463863518345, 45.18849411078001, 45.617978911828175, 45.17742799230607, 45.65084884205331, 45.27692569068709, 44.94441010848846, 44.654227123532216, 44.40720662234904, 44.204072210600685, 44.04543109109048, 43.93176527297759, 43.86342439892262, 43.139309220245984, 43.139309220245984, 43.18564576337837, 42.5205832509386, 42.638011210655684]",1
536,"[6.0, 11.40175425099138, 20.12461179749811, 25.709920264364882, 22.20360331117452, 25.079872407968907, 18.973665961010276, 9.486832980505138, 4.242640687119285, 10.770329614269007]",1
