,features,class
200,"[45.60701700396552, 44.14748010928823, 42.7551166528639, 42.42640687119285, 40.19950248448356, 39.05124837953327, 37.0, 36.05551275463989, 34.132096331752024, 32.2490309931942, 30.4138126514911, 28.861739379323623, 27.202941017470888, 25.632011235952593, 23.769728648009426, 22.825424421026653, 24.698178070456937, 24.20743687382041, 24.041630560342615, 24.839484696748443, 23.345235059857504, 24.08318915758459, 24.413111231467404, 24.186773244895647, 21.95449840010015, 20.808652046684813, 20.518284528683193, 19.849433241279208, 19.4164878389476, 20.591260281974, 18.867962264113206, 19.209372712298546, 19.79898987322333, 20.615528128088304, 20.248456731316587, 21.95449840010015, 22.847319317591726, 24.698178070456937, 26.248809496813376, 27.892651361962706, 29.614185789921695, 31.25699921617557, 33.13608305156178, 35.05709628591621, 36.0, 38.05259518088089, 40.19950248448356, 41.43669871020132, 42.7551166528639, 44.14748010928823, 44.64302857109943, 45.221676218380054, 45.880278987817846, 46.61544808322666, 47.4236228055175, 47.41307836451879, 47.50789408087881, 47.70744176750625, 47.20169488482379, 46.861498055439924, 46.010868281309364, 44.553338819890925, 44.598206241955516, 44.04543109109048, 43.60045871318328, 42.43819034784589, 40.496913462633174, 40.311288741492746, 39.35733730830886, 39.395431207184416, 37.69615364994153, 38.897300677553446, 38.3275357934736, 37.8549864614954, 37.48332962798263, 37.21558813185679, 37.05401462729781, 36.0, 36.05551275463989, 36.22154055254967, 35.510561809129406, 35.90264614203248, 34.48187929913333, 35.11409973215888, 35.84689665786984, 34.88552708502482, 36.24913792078372, 36.40054944640259, 34.785054261852174, 35.17101079013795, 35.6931365951495, 36.345563690772494, 36.124783736376884, 36.013886210738214, 37.013511046643494, 37.12142238654117, 37.33630940518894, 37.656340767525464, 38.07886552931954, 38.600518131237564]",3
201,"[43.93176527297759, 42.42640687119285, 40.11234224026316, 38.0, 35.12833614050059, 32.38826948140329, 29.614185789921695, 26.92582403567252, 24.351591323771842, 22.360679774997898, 20.248456731316587, 19.1049731745428, 19.4164878389476, 19.697715603592208, 18.35755975068582, 18.439088914585774, 19.209372712298546, 20.591260281974, 22.847319317591726, 25.298221281347036, 27.892651361962706, 30.4138126514911, 33.13608305156178, 36.013886210738214, 39.05124837953327, 41.30375285612676, 42.7551166528639, 44.384682042344295, 45.221676218380054, 46.238512086787566, 46.51881339845203, 47.01063709417264, 46.04345773288535, 44.82186966202994, 43.86342439892262, 42.44997055358225, 41.23105625617661, 40.22437072223753, 38.58756276314948, 38.01315561749642, 37.69615364994153, 37.64306044943742, 36.87817782917155, 36.345563690772494, 36.05551275463989, 36.013886210738214, 36.22154055254967, 35.6931365951495, 36.40054944640259, 36.40054944640259, 35.77708763999664, 35.510561809129406, 35.608987629529715, 36.069377593742864, 36.87817782917155, 37.44329045369811, 38.47076812334269, 40.311288741492746, 42.05948168962618, 44.384682042344295, 46.87216658103186, 48.373546489791295, 50.08991914547278, 51.0, 51.088159097779204, 51.35172830587107, 50.80354318352215, 51.419840528729765, 53.16013544000805, 54.57105459856901, 53.85164807134504, 51.419840528729765, 50.80354318352215, 51.35172830587107, 51.088159097779204, 51.0, 51.088159097779204, 49.36598018878993, 47.853944456021594, 45.35416188179427, 43.01162633521314, 41.23105625617661, 39.35733730830886, 38.27531841800928, 37.64306044943742, 36.76955262170047, 36.235341863986875, 36.05551275463989, 36.235341863986875, 35.84689665786984, 35.73513677041127, 35.90264614203248, 36.345563690772494, 36.05551275463989, 36.013886210738214, 36.22154055254967, 36.6742416417845, 37.36308338453881, 37.33630940518894, 37.57658845611187]",3
202,"[43.73785545725808, 42.2965719651132, 41.048751503547585, 39.01281840626232, 37.21558813185679, 34.52535300326414, 32.01562118716424, 29.410882339705484, 26.92582403567252, 24.596747752497688, 22.47220505424423, 20.0, 19.1049731745428, 18.027756377319946, 19.313207915827967, 20.396078054371138, 18.973665961010276, 17.4928556845359, 18.439088914585774, 19.849433241279208, 21.633307652783937, 23.706539182259394, 26.40075756488817, 28.792360097775937, 31.04834939252005, 33.54101966249684, 36.22154055254967, 39.01281840626232, 41.048751503547585, 42.2965719651132, 43.73785545725808, 44.384682042344295, 44.27188724235731, 44.384682042344295, 43.829214001622255, 42.720018726587654, 42.01190307520001, 40.36087214122113, 39.6232255123179, 38.41874542459709, 37.44329045369811, 37.589892258425, 37.16180835212409, 37.0, 37.107950630558946, 36.49657518178932, 36.124783736376884, 36.0, 36.124783736376884, 36.49657518178932, 37.107950630558946, 37.0, 37.16180835212409, 36.71511950137164, 36.61966684720111, 37.64306044943742, 38.18376618407357, 39.05124837953327, 40.22437072223753, 41.677331968349414, 43.382023926967726, 45.69463863518345, 47.75981574503821, 49.72926703662542, 50.99019513592785, 51.478150704935004, 51.15662224971465, 50.00999900019995, 50.039984012787215, 51.088159097779204, 50.0, 51.088159097779204, 51.35172830587107, 50.80354318352215, 50.44799302251776, 49.33558553417604, 47.53945729601885, 45.18849411078001, 42.941821107167776, 41.340053217188775, 40.0, 38.948684188300895, 38.2099463490856, 37.8021163428716, 37.73592452822641, 37.12142238654117, 36.76955262170047, 36.68787265568828, 36.87817782917155, 36.345563690772494, 36.05551275463989, 36.013886210738214, 36.22154055254967, 36.6742416417845, 37.36308338453881, 37.33630940518894, 37.57658845611187, 38.07886552931954, 38.01315561749642, 39.05124837953327]",3
203,"[44.40720662234904, 43.104524124504614, 42.0, 40.11234224026316, 37.48332962798263, 34.92849839314596, 32.57299494980466, 30.463092423455635, 28.653097563788805, 27.202941017470888, 27.586228448267445, 26.90724809414742, 26.627053911388696, 28.178005607210743, 30.083217912982647, 32.28002478313795, 34.713109915419565, 37.33630940518894, 40.049968789001575, 42.01190307520001, 43.18564576337837, 44.553338819890925, 45.12205669071391, 45.880278987817846, 46.8187996428785, 47.01063709417264, 46.52956049652737, 45.48626166217664, 44.82186966202994, 43.18564576337837, 42.44997055358225, 41.23105625617661, 39.408120990476064, 38.58756276314948, 38.01315561749642, 38.62641583165593, 36.68787265568828, 35.90264614203248, 35.35533905932738, 35.05709628591621, 35.014282800023196, 34.23448553724738, 34.713109915419565, 34.48187929913333, 33.61547262794322, 33.12099032335839, 33.015148038438355, 32.55764119219941, 33.301651610693426, 33.83784863137726, 35.35533905932738, 36.76955262170047, 38.897300677553446, 41.23105625617661, 43.73785545725808, 46.2709412050371, 48.041648597857254, 50.00999900019995, 50.15974481593781, 50.48762224545735, 50.635955604688654, 50.24937810560445, 50.039984012787215, 49.01020301937138, 47.16990566028302, 45.5411901469428, 42.95346318982906, 40.52159917870962, 38.27531841800928, 36.6742416417845, 35.510561809129406, 34.20526275297414, 33.24154027718932, 33.421549934136806, 33.28663395418648, 33.54101966249684, 34.17601498127012, 34.20526275297414, 34.52535300326414, 34.132096331752024, 35.0, 35.12833614050059, 36.49657518178932, 36.138621999185304, 37.0, 39.84971769034255, 39.21734310225516, 38.48376280978771, 38.07886552931954, 38.8329756778952, 40.607881008493905, 41.773197148410844, 43.139309220245984, 44.68780594300866, 45.803929962395145, 46.647615158762406, 46.95742752749558, 47.53945729601885, 46.486557196677836, 45.60701700396552]",3
204,"[44.721359549995796, 43.289721643826724, 42.04759208325728, 40.01249804748511, 38.2099463490856, 35.6931365951495, 33.24154027718932, 31.016124838541646, 29.068883707497267, 26.92582403567252, 27.018512172212592, 27.586228448267445, 24.839484696748443, 25.495097567963924, 26.248809496813376, 26.076809620810597, 28.178005607210743, 30.083217912982647, 32.28002478313795, 34.713109915419565, 37.21558813185679, 40.01249804748511, 42.04759208325728, 43.289721643826724, 44.721359549995796, 45.35416188179427, 45.221676218380054, 46.238512086787566, 46.51881339845203, 46.14108798023731, 45.221676218380054, 44.04543109109048, 42.44997055358225, 41.773197148410844, 40.607881008493905, 38.8329756778952, 38.07886552931954, 38.48376280978771, 37.33630940518894, 36.40054944640259, 36.6742416417845, 35.22782990761707, 35.014282800023196, 34.058772731852805, 34.36568055487916, 33.95585369269929, 33.83784863137726, 33.1058907144937, 32.7566787083184, 32.802438933713454, 32.526911934581186, 33.421549934136806, 34.66987164671943, 35.77708763999664, 37.33630940518894, 39.56008088970496, 41.97618372363071, 44.40720662234904, 47.16990566028302, 49.01020301937138, 49.040799340956916, 50.24937810560445, 49.64876634922564, 50.24937810560445, 49.040799340956916, 49.01020301937138, 48.16637831516918, 45.39823785126467, 42.95346318982906, 40.52159917870962, 38.27531841800928, 36.6742416417845, 35.510561809129406, 34.20526275297414, 33.24154027718932, 33.421549934136806, 33.28663395418648, 33.54101966249684, 34.17601498127012, 34.20526275297414, 34.52535300326414, 34.132096331752024, 35.0, 35.12833614050059, 36.49657518178932, 36.138621999185304, 37.0, 39.21734310225516, 40.162171256046406, 38.07886552931954, 38.47076812334269, 38.27531841800928, 40.0, 41.10960958218893, 42.42640687119285, 43.93176527297759, 45.0, 46.32493928760188, 46.52956049652737, 47.01063709417264]",3
205,"[45.60701700396552, 43.93176527297759, 42.42640687119285, 41.10960958218893, 39.0, 36.124783736376884, 33.54101966249684, 31.04834939252005, 29.154759474226502, 27.294688127912362, 28.0178514522438, 28.319604517012593, 26.90724809414742, 25.495097567963924, 26.90724809414742, 27.459060435491963, 26.832815729997478, 28.792360097775937, 30.805843601498726, 33.37663853655727, 36.05551275463989, 39.01281840626232, 41.19465984809196, 42.579337712087536, 44.14748010928823, 45.880278987817846, 46.8187996428785, 47.92702786528704, 48.30113870293329, 48.877397639399746, 48.82622246293481, 48.27007354458868, 47.38143096192854, 46.010868281309364, 45.60701700396552, 43.829214001622255, 42.190046219457976, 40.70626487409524, 40.311288741492746, 40.162171256046406, 39.293765408777, 38.63935817272331, 38.2099463490856, 38.01315561749642, 37.05401462729781, 36.345563690772494, 35.90264614203248, 35.73513677041127, 34.92849839314596, 34.48187929913333, 33.60059523282288, 33.97057550292606, 34.058772731852805, 34.66987164671943, 35.77708763999664, 36.40054944640259, 37.36308338453881, 39.6232255123179, 42.190046219457976, 45.044422518220834, 47.01063709417264, 49.16299421312742, 50.48762224545735, 50.635955604688654, 50.24937810560445, 48.041648597857254, 47.01063709417264, 44.181444068749045, 41.43669871020132, 39.05124837953327, 37.94733192202055, 36.24913792078372, 35.84689665786984, 35.0, 34.655446902326915, 34.058772731852805, 34.66987164671943, 35.77708763999664, 35.4682957019364, 36.40054944640259, 35.6931365951495, 36.22154055254967, 37.013511046643494, 38.05259518088089, 38.3275357934736, 38.8329756778952, 39.56008088970496, 40.496913462633174, 40.718546143004666, 41.182520563948, 42.720018726587654, 44.40720662234904, 45.45327270945405, 46.69047011971501, 48.104053883222775, 49.040799340956916, 49.64876634922564, 48.877397639399746, 48.30113870293329, 47.92702786528704]",3
206,"[44.721359549995796, 43.289721643826724, 42.04759208325728, 40.01249804748511, 37.21558813185679, 34.52535300326414, 32.01562118716424, 29.732137494637012, 27.313000567495326, 25.553864678361276, 23.600847442411894, 22.627416997969522, 23.021728866442675, 22.20360331117452, 21.93171219946131, 23.021728866442675, 25.059928172283335, 27.313000567495326, 29.410882339705484, 31.78049716414141, 34.52535300326414, 37.12142238654117, 40.0, 42.1070065428546, 43.41658669218482, 44.91102314577124, 45.60701700396552, 46.486557196677836, 46.61544808322666, 46.95742752749558, 47.50789408087881, 46.61544808322666, 45.45327270945405, 44.553338819890925, 43.18564576337837, 42.01190307520001, 40.22437072223753, 39.44616584663204, 38.01315561749642, 38.62641583165593, 37.64306044943742, 37.8549864614954, 37.33630940518894, 36.05551275463989, 36.013886210738214, 35.22782990761707, 34.713109915419565, 35.4400902933387, 34.539832078341085, 34.88552708502482, 34.66987164671943, 34.828149534535996, 34.655446902326915, 35.608987629529715, 36.359317925395686, 37.57658845611187, 39.21734310225516, 41.23105625617661, 43.73785545725808, 46.2709412050371, 49.040799340956916, 51.0098029794274, 51.15662224971465, 51.478150704935004, 50.99019513592785, 51.66236541235796, 51.419840528729765, 51.78802950489621, 51.35172830587107, 51.088159097779204, 51.0, 49.09175083453431, 46.389654018972806, 43.73785545725808, 41.48493702538308, 39.56008088970496, 38.01315561749642, 36.89173349139343, 35.608987629529715, 35.35533905932738, 34.828149534535996, 35.510561809129406, 34.88552708502482, 34.539832078341085, 35.4400902933387, 34.713109915419565, 35.22782990761707, 36.013886210738214, 36.05551275463989, 37.33630940518894, 37.8549864614954, 37.64306044943742, 38.62641583165593, 38.01315561749642, 39.44616584663204, 40.22437072223753, 42.01190307520001, 43.18564576337837, 44.553338819890925, 46.09772228646444]",3
207,"[45.35416188179427, 43.73785545725808, 42.2965719651132, 41.048751503547585, 39.01281840626232, 36.22154055254967, 33.734255586866, 31.32091952673165, 29.154759474226502, 27.294688127912362, 25.80697580112788, 25.495097567963924, 26.248809496813376, 24.758836806279895, 25.0, 26.419689627245813, 28.231188426986208, 30.364452901377952, 32.7566787083184, 35.22782990761707, 38.01315561749642, 41.048751503547585, 42.2965719651132, 43.73785545725808, 45.35416188179427, 46.17358552246078, 46.238512086787566, 47.4236228055175, 47.885279575251516, 46.87216658103186, 45.60701700396552, 44.598206241955516, 43.86342439892262, 42.638011210655684, 40.80441152620633, 39.11521443121589, 39.35733730830886, 39.0, 37.94733192202055, 37.107950630558946, 36.49657518178932, 36.124783736376884, 35.0, 35.12833614050059, 34.52535300326414, 34.20526275297414, 34.17601498127012, 33.54101966249684, 32.449961479175904, 32.64965543462902, 32.55764119219941, 33.60059523282288, 34.48187929913333, 35.84689665786984, 37.64306044943742, 39.81205847478876, 42.42640687119285, 45.09988913511872, 48.0, 49.09175083453431, 50.35871324805669, 49.8196748283246, 50.44799302251776, 50.21951811795888, 50.635955604688654, 50.24937810560445, 49.040799340956916, 48.010415536631214, 45.17742799230607, 42.579337712087536, 40.024992192379, 37.94733192202055, 36.24913792078372, 34.9857113690718, 34.20526275297414, 33.24154027718932, 32.64965543462902, 33.28663395418648, 33.54101966249684, 34.17601498127012, 34.20526275297414, 34.52535300326414, 35.12833614050059, 35.0, 36.124783736376884, 36.49657518178932, 37.107950630558946, 37.94733192202055, 39.0, 39.35733730830886, 39.11521443121589, 40.80441152620633, 42.638011210655684, 43.86342439892262, 45.27692569068709, 46.22769732530488, 47.43416490252569, 48.373546489791295, 47.853944456021594, 46.61544808322666]",3
208,"[44.384682042344295, 42.7551166528639, 41.30375285612676, 39.05124837953327, 37.013511046643494, 34.132096331752024, 31.400636936215164, 28.861739379323623, 26.248809496813376, 24.166091947189145, 21.95449840010015, 20.615528128088304, 20.615528128088304, 21.470910553583888, 20.0, 19.849433241279208, 21.095023109728988, 23.259406699226016, 25.298221281347036, 27.892651361962706, 30.4138126514911, 33.13608305156178, 36.013886210738214, 39.05124837953327, 41.30375285612676, 42.7551166528639, 44.384682042344295, 45.221676218380054, 45.31004303683677, 45.617978911828175, 46.14108798023731, 46.04345773288535, 44.82186966202994, 43.86342439892262, 43.18564576337837, 41.23105625617661, 40.22437072223753, 38.58756276314948, 38.01315561749642, 37.69615364994153, 37.64306044943742, 37.8549864614954, 37.33630940518894, 37.05401462729781, 37.013511046643494, 36.22154055254967, 35.6931365951495, 35.4400902933387, 36.40054944640259, 35.77708763999664, 35.510561809129406, 35.608987629529715, 36.069377593742864, 36.235341863986875, 37.44329045369811, 37.589892258425, 39.0, 41.10960958218893, 43.174066289845804, 45.70557952810576, 48.25971404805462, 50.039984012787215, 51.0098029794274, 51.15662224971465, 51.478150704935004, 50.99019513592785, 51.66236541235796, 51.419840528729765, 50.80354318352215, 51.35172830587107, 51.088159097779204, 50.0, 50.08991914547278, 48.373546489791295, 45.89117562233506, 43.41658669218482, 41.43669871020132, 39.395431207184416, 38.07886552931954, 38.01315561749642, 36.87817782917155, 36.796738985948195, 36.40054944640259, 36.359317925395686, 35.77708763999664, 36.40054944640259, 35.4400902933387, 35.6931365951495, 36.22154055254967, 37.013511046643494, 37.05401462729781, 37.33630940518894, 37.8549864614954, 37.64306044943742, 37.69615364994153, 38.01315561749642, 38.58756276314948, 40.22437072223753, 41.23105625617661, 43.18564576337837]",3
209,"[43.93176527297759, 42.42640687119285, 41.10960958218893, 38.0, 35.12833614050059, 32.38826948140329, 29.832867780352597, 27.51363298439521, 25.079872407968907, 22.825424421026653, 22.80350850198276, 24.041630560342615, 26.248809496813376, 24.041630560342615, 22.80350850198276, 21.95449840010015, 24.166091947189145, 26.570660511172846, 28.861739379323623, 31.400636936215164, 34.132096331752024, 37.0, 40.11234224026316, 41.43669871020132, 43.93176527297759, 44.64302857109943, 45.5411901469428, 46.61544808322666, 46.06517122512408, 46.647615158762406, 45.803929962395145, 45.34313619501854, 43.840620433565945, 43.278170016764804, 41.400483088968905, 40.496913462633174, 38.948684188300895, 38.48376280978771, 38.27531841800928, 38.3275357934736, 37.656340767525464, 37.21558813185679, 37.013511046643494, 37.05401462729781, 36.345563690772494, 35.90264614203248, 36.68787265568828, 36.76955262170047, 36.235341863986875, 36.05551275463989, 36.235341863986875, 36.76955262170047, 37.013511046643494, 37.73592452822641, 38.91015291668744, 40.496913462633174, 42.44997055358225, 44.91102314577124, 47.51841748206689, 49.16299421312742, 51.0098029794274, 51.03920062069938, 51.24451190127583, 51.62363799656123, 51.19570294468082, 51.92301994298868, 51.19570294468082, 51.62363799656123, 51.24451190127583, 51.03920062069938, 51.0098029794274, 49.16299421312742, 47.51841748206689, 45.89117562233506, 43.41658669218482, 41.43669871020132, 39.81205847478876, 38.58756276314948, 37.8021163428716, 37.48332962798263, 36.87817782917155, 36.61966684720111, 36.71511950137164, 36.24913792078372, 37.0, 36.138621999185304, 36.49657518178932, 37.12142238654117, 37.0, 37.12142238654117, 37.48332962798263, 38.07886552931954, 37.94733192202055, 38.07886552931954, 39.35733730830886, 39.96248240537617, 41.617304093369626, 42.638011210655684, 43.86342439892262, 45.27692569068709]",3
210,"[44.721359549995796, 43.289721643826724, 42.04759208325728, 40.01249804748511, 37.21558813185679, 34.52535300326414, 32.01562118716424, 29.410882339705484, 27.313000567495326, 25.059928172283335, 23.600847442411894, 22.627416997969522, 22.20360331117452, 22.47220505424423, 22.02271554554524, 22.67156809750927, 23.853720883753127, 25.495097567963924, 27.85677655436824, 30.083217912982647, 32.7566787083184, 35.35533905932738, 38.05259518088089, 40.01249804748511, 42.190046219457976, 43.56604182158393, 45.12205669071391, 45.880278987817846, 46.8187996428785, 47.01063709417264, 47.41307836451879, 47.16990566028302, 47.20169488482379, 46.09772228646444, 45.254833995939045, 43.93176527297759, 42.80186911806539, 41.048751503547585, 39.44616584663204, 38.91015291668744, 38.62641583165593, 37.64306044943742, 37.8549864614954, 37.33630940518894, 36.05551275463989, 36.013886210738214, 35.22782990761707, 34.713109915419565, 34.48187929913333, 34.539832078341085, 34.88552708502482, 34.66987164671943, 34.828149534535996, 34.655446902326915, 35.608987629529715, 36.359317925395686, 37.57658845611187, 39.21734310225516, 40.26164427839479, 42.7551166528639, 45.39823785126467, 48.093658625644196, 50.0, 51.088159097779204, 51.35172830587107, 51.78802950489621, 50.44799302251776, 52.20153254455275, 53.45091205957107, 54.817880294662984, 54.3415126767741, 54.120236510939236, 50.96076922496363, 51.19570294468082, 51.62363799656123, 51.24451190127583, 51.03920062069938, 50.00999900019995, 48.16637831516918, 45.39823785126467, 42.95346318982906, 40.52159917870962, 39.56008088970496, 38.01315561749642, 36.89173349139343, 36.235341863986875, 35.35533905932738, 34.828149534535996, 35.510561809129406, 34.88552708502482, 34.539832078341085, 34.48187929913333, 34.713109915419565, 35.22782990761707, 36.013886210738214, 36.05551275463989, 37.33630940518894, 37.8549864614954, 37.64306044943742, 38.62641583165593]",3
211,"[27.16615541441225, 26.1725046566048, 25.179356624028344, 24.186773244895647, 23.194827009486403, 22.20360331117452, 21.213203435596427, 20.396078054371138, 19.4164878389476, 18.24828759089466, 17.26267650163207, 16.278820596099706, 15.297058540778355, 14.142135623730951, 13.152946437965905, 12.041594578792296, 11.045361017187261, 10.04987562112089, 9.055385138137417, 8.06225774829855, 7.0, 6.0, 5.0, 4.0, 4.123105625617661, 3.605551275463989, 4.242640687119285, 3.605551275463989, 4.123105625617661, 5.0, 6.0, 7.0, 8.0, 9.055385138137417, 10.04987562112089, 11.0, 11.045361017187261, 11.180339887498949, 10.44030650891055, 9.486832980505138, 8.54400374531753, 7.615773105863909, 7.211102550927978, 8.06225774829855, 8.54400374531753, 9.486832980505138, 10.770329614269007, 11.180339887498949, 11.661903789690601, 12.206555615733702, 12.041594578792296, 10.63014581273465, 9.219544457292887, 9.219544457292887, 8.602325267042627, 7.211102550927978, 6.4031242374328485, 7.211102550927978, 8.602325267042627, 8.94427190999916, 10.295630140987, 10.770329614269007, 11.40175425099138, 10.198039027185569, 11.40175425099138, 12.165525060596439, 12.041594578792296, 13.0, 13.038404810405298, 12.165525060596439, 13.038404810405298, 13.0, 14.035668847618199, 13.038404810405298, 12.165525060596439, 11.40175425099138, 12.649110640673518, 13.0, 14.317821063276353, 14.866068747318506, 15.524174696260024, 15.297058540778355, 16.1245154965971, 17.11724276862369, 18.027756377319946, 17.0, 17.029386365926403, 18.110770276274835, 17.26267650163207, 17.46424919657298, 17.72004514666935, 18.973665961010276, 17.72004514666935, 17.46424919657298, 17.26267650163207, 18.110770276274835, 19.1049731745428, 20.09975124224178, 21.213203435596427, 20.09975124224178]",3
212,"[45.880278987817846, 44.14748010928823, 42.579337712087536, 40.19950248448356, 38.01315561749642, 36.05551275463989, 33.24154027718932, 30.59411708155671, 27.892651361962706, 27.85677655436824, 25.495097567963924, 25.298221281347036, 23.53720459187964, 22.090722034374522, 20.024984394500787, 19.4164878389476, 17.46424919657298, 17.204650534085253, 16.278820596099706, 17.0, 16.76305461424021, 18.110770276274835, 18.027756377319946, 18.439088914585774, 19.313207915827967, 19.72308292331602, 21.400934559032695, 21.93171219946131, 23.021728866442675, 20.0, 17.69180601295413, 20.0, 23.021728866442675, 24.166091947189145, 21.470910553583888, 18.867962264113206, 16.401219466856727, 12.206555615733702, 9.848857801796104, 9.055385138137417, 11.180339887498949, 14.560219778561036, 17.46424919657298, 20.223748416156685, 22.02271554554524, 23.0, 21.095023109728988, 18.439088914585774, 15.524174696260024, 12.165525060596439, 9.055385138137417, 9.848857801796104, 13.038404810405298, 17.204650534085253, 19.72308292331602, 21.93171219946131, 24.041630560342615, 25.495097567963924, 25.079872407968907, 26.1725046566048, 29.068883707497267, 32.0624390837628, 35.0, 38.01315561749642, 41.012193308819754, 44.04543109109048, 47.042533945356304, 50.039984012787215, 51.0, 49.09175083453431, 46.2709412050371, 44.721359549995796, 42.44997055358225, 40.496913462633174, 38.91015291668744, 38.58756276314948, 37.20215047547655, 36.796738985948195, 36.87817782917155, 36.61966684720111, 35.84689665786984, 36.24913792078372, 36.05551275463989, 35.17101079013795, 36.49657518178932, 36.124783736376884, 37.0, 37.12142238654117, 37.48332962798263, 37.107950630558946, 37.94733192202055, 39.0, 40.24922359499622, 41.677331968349414, 43.266615305567875, 44.204072210600685, 46.09772228646444, 47.38143096192854, 48.83646178829912, 49.20365840057018]",3
213,"[44.721359549995796, 43.289721643826724, 42.04759208325728, 40.01249804748511, 38.2099463490856, 35.510561809129406, 32.984845004941285, 30.675723300355934, 28.231188426986208, 26.419689627245813, 25.0, 24.041630560342615, 24.413111231467404, 23.430749027719962, 24.08318915758459, 25.238858928247925, 26.832815729997478, 28.792360097775937, 31.32091952673165, 33.734255586866, 36.345563690772494, 39.05124837953327, 41.012193308819754, 43.18564576337837, 43.56604182158393, 45.12205669071391, 45.880278987817846, 46.8187996428785, 47.01063709417264, 46.52956049652737, 45.48626166217664, 44.204072210600685, 43.18564576337837, 41.72529209005013, 40.45985664828782, 39.408120990476064, 38.58756276314948, 38.01315561749642, 38.62641583165593, 37.64306044943742, 36.87817782917155, 36.345563690772494, 36.05551275463989, 36.013886210738214, 35.22782990761707, 35.6931365951495, 35.4400902933387, 34.539832078341085, 34.0, 33.83784863137726, 34.058772731852805, 34.655446902326915, 35.608987629529715, 36.89173349139343, 38.01315561749642, 39.92492955535426, 42.05948168962618, 44.384682042344295, 46.87216658103186, 48.373546489791295, 50.08991914547278, 51.0, 51.088159097779204, 50.35871324805669, 52.61178575186362, 54.45181356024793, 51.478150704935004, 51.15662224971465, 51.0098029794274, 50.039984012787215, 49.25444142409901, 47.67598976424087, 46.09772228646444, 43.965895873961216, 41.43669871020132, 39.81205847478876, 38.07886552931954, 36.61966684720111, 36.124783736376884, 35.38361202590826, 35.0, 34.9857113690718, 34.438350715445125, 35.11409973215888, 35.17101079013795, 35.510561809129406, 35.12833614050059, 36.0, 36.124783736376884, 36.49657518178932, 37.107950630558946, 37.94733192202055, 38.07886552931954, 38.47076812334269, 39.11521443121589, 39.20459156782532, 41.10960958218893, 42.42640687119285, 43.93176527297759, 45.0]",3
214,"[43.56604182158393, 42.190046219457976, 40.01249804748511, 38.05259518088089, 35.22782990761707, 32.55764119219941, 30.083217912982647, 27.51363298439521, 25.495097567963924, 23.853720883753127, 22.67156809750927, 21.2602916254693, 21.095023109728988, 20.615528128088304, 20.248456731316587, 21.2602916254693, 22.02271554554524, 23.323807579381203, 25.079872407968907, 27.51363298439521, 29.832867780352597, 32.38826948140329, 35.12833614050059, 38.01315561749642, 40.049968789001575, 42.2965719651132, 43.73785545725808, 44.384682042344295, 45.221676218380054, 46.238512086787566, 46.51881339845203, 46.14108798023731, 45.221676218380054, 44.04543109109048, 43.139309220245984, 41.773197148410844, 39.824615503479755, 38.8329756778952, 38.07886552931954, 37.57658845611187, 37.33630940518894, 37.36308338453881, 36.6742416417845, 36.22154055254967, 36.013886210738214, 36.05551275463989, 35.35533905932738, 35.90264614203248, 35.73513677041127, 34.92849839314596, 35.35533905932738, 35.22782990761707, 34.713109915419565, 35.38361202590826, 36.40054944640259, 37.21558813185679, 38.91015291668744, 40.85339643163099, 43.01162633521314, 45.35416188179427, 47.67598976424087, 49.25444142409901, 50.039984012787215, 51.0098029794274, 51.15662224971465, 50.48762224545735, 51.97114584074513, 53.150729063673246, 54.12947441089743, 50.80354318352215, 51.35172830587107, 51.088159097779204, 50.0, 50.08991914547278, 49.36598018878993, 47.853944456021594, 45.35416188179427, 43.01162633521314, 41.23105625617661, 39.35733730830886, 37.73592452822641, 37.013511046643494, 36.069377593742864, 35.4682957019364, 36.05551275463989, 35.35533905932738, 35.84689665786984, 35.73513677041127, 35.90264614203248, 35.35533905932738, 36.05551275463989, 36.013886210738214, 36.22154055254967, 36.6742416417845, 37.36308338453881, 37.33630940518894, 37.57658845611187, 38.07886552931954, 38.8329756778952, 39.824615503479755]",3
215,"[2.23606797749979, 4.47213595499958, 10.770329614269007, 18.35755975068582, 25.059928172283335, 24.73863375370596, 24.351591323771842, 18.681541692269406, 12.041594578792296, 6.0]",3
216,"[2.23606797749979, 7.280109889280518, 17.46424919657298, 26.40075756488817, 19.6468827043885, 11.0, 7.211102550927978, 10.0, 11.180339887498949, 2.23606797749979]",3
